query time,processing time,input event instants,input state instances,input state intervals,input dynamic phe. instances,input dynamic phe. intervals,user event instances,user event instants,user state instances,user state intervals,user dynamic phe. instances,user dynamic phe. intervals
1443657601,61,6748,0,0,0,0,108,6598,201,372,5,52
1443664801,55,12212,0,0,0,0,142,11984,259,677,12,145
1443672001,73,20057,0,0,0,0,187,19736,349,1034,13,266
1443679201,111,28504,0,0,0,0,240,28014,460,1422,25,362
1443686401,135,33817,0,0,0,0,261,33219,535,1828,46,420
1443693601,194,42182,0,0,0,0,262,41469,587,2143,51,434
1443700801,206,45464,0,0,0,0,263,44710,602,2243,52,374
1443708001,196,45073,0,0,0,0,238,44402,603,2173,45,317
1443715201,168,41126,0,0,0,0,212,40577,594,1971,39,318
1443722401,140,32053,0,0,0,0,198,31614,598,1587,38,255
1443729601,112,25716,0,0,0,0,181,25329,603,1369,38,248
1443736801,102,22647,0,0,0,0,163,22271,586,1322,39,267
1443744001,92,20151,0,0,0,0,135,19832,571,1167,24,225
1443751201,95,20677,0,0,0,0,130,20380,583,1260,18,267
1443758401,98,23083,0,0,0,0,154,22748,626,1358,20,292
1443765601,119,28607,0,0,0,0,167,28252,655,1458,31,323
1443772801,151,36711,0,0,0,0,198,36287,703,1768,45,383
1443780001,176,41954,0,0,0,0,189,41491,720,1986,53,461
1443787201,182,44112,0,0,0,0,175,43645,722,2168,52,516
1443794401,182,42397,0,0,0,0,190,41897,760,2249,50,538
1443801601,173,38486,0,0,0,0,186,37921,776,2295,41,562
1443808801,172,35890,0,0,0,0,188,35269,799,2329,47,580
1443816001,156,33204,0,0,0,0,183,32614,804,2242,42,577
1443823201,154,29646,0,0,0,0,182,29066,811,2308,36,619
1443830401,140,25452,0,0,0,0,176,24992,812,2257,27,617
1443837601,136,24901,0,0,0,0,174,24468,807,2283,17,629
1443844801,140,25989,0,0,0,0,181,25525,836,2489,16,701
1443852001,158,31209,0,0,0,0,196,30761,875,2774,23,796
1443859201,156,33677,0,0,0,0,205,33184,906,2993,30,787
1443866401,164,33816,0,0,0,0,239,33330,979,3033,36,802
1443873601,165,34637,0,0,0,0,248,34162,1022,2823,43,674
1443880801,164,34146,0,0,0,0,251,33648,1058,2503,48,507
1443888001,162,35229,0,0,0,0,252,34716,1064,2381,52,536
1443895201,163,35594,0,0,0,0,236,35055,1097,2300,46,462
1443902401,161,33499,0,0,0,0,250,32958,1121,2522,36,572
1443909601,151,28644,0,0,0,0,229,28116,1112,2675,27,681
1443916801,144,24203,0,0,0,0,189,23772,1081,2617,15,688
1443924001,133,20644,0,0,0,0,153,20318,1060,2646,15,752
1443931201,134,18873,0,0,0,0,120,18602,1048,2626,16,778
1443938401,138,19969,0,0,0,0,108,19719,1051,2638,18,784
1443945601,149,24198,0,0,0,0,117,23889,1069,2803,21,750
1443952801,156,27079,0,0,0,0,116,26741,1083,2948,26,786
1443960001,151,28119,0,0,0,0,115,27767,1097,2862,29,684
1443967201,157,29035,0,0,0,0,118,28691,1104,2980,28,687
1443974401,150,26736,0,0,0,0,106,26422,1096,2937,28,727
1443981601,153,26337,0,0,0,0,105,26001,1103,3084,26,771
1443988801,152,27238,0,0,0,0,113,26867,1126,3282,37,893
1443996001,151,25599,0,0,0,0,103,25242,1116,3106,32,874
1444003201,151,23860,0,0,0,0,97,23510,1115,2928,26,789
1444010401,139,22238,0,0,0,0,96,21898,1112,2652,25,663
1444017601,143,21426,0,0,0,0,88,21125,1102,2658,16,724
1444024801,148,23364,0,0,0,0,104,22997,1132,2855,19,806
1444032001,164,29884,0,0,0,0,134,29418,1189,3170,33,885
1444039201,178,34850,0,0,0,0,146,34359,1215,3464,46,978
1444046401,175,35276,0,0,0,0,153,34791,1223,3300,42,785
1444053601,177,36032,0,0,0,0,159,35579,1236,2995,42,641
1444060801,188,33862,0,0,0,0,151,33451,1211,2811,49,637
