query time,processing time,input event instants,input state instances,input state intervals,input dynamic phe. instances,input dynamic phe. intervals,user event instances,user event instants,user state instances,user state intervals,user dynamic phe. instances,user dynamic phe. intervals
1443657601,86,6748,0,0,0,0,108,6598,201,372,5,52
1443664801,97,12212,0,0,0,0,142,11984,259,677,12,145
1443672001,129,20057,0,0,0,0,187,19736,349,1034,13,266
1443679201,164,28505,0,0,0,0,241,28015,460,1422,25,362
1443686401,237,40565,0,0,0,0,294,39817,572,2056,46,472
1443693601,360,54394,0,0,0,0,333,53453,650,2633,55,579
1443700801,357,65521,0,0,0,0,360,64446,703,3046,57,640
1443708001,399,73578,0,0,0,0,381,72417,739,3307,61,681
1443715201,468,81691,0,0,0,0,394,80394,771,3684,66,794
1443722401,475,86447,0,0,0,0,411,85067,803,3838,71,835
1443729601,500,91237,0,0,0,0,422,89775,833,4014,73,889
1443736801,521,96225,0,0,0,0,429,94688,847,4219,73,945
1443744001,549,101842,0,0,0,0,443,100226,873,4422,75,1018
1443751201,581,107124,0,0,0,0,465,105447,910,4645,79,1101
1443758401,618,114320,0,0,0,0,491,112523,954,4910,80,1177
1443765601,692,124831,0,0,0,0,498,122939,970,5205,85,1274
1443772801,737,131805,0,0,0,0,493,129915,989,5472,100,1362
1443780001,762,136866,0,0,0,0,476,134954,1001,5632,100,1417
1443787201,772,138375,0,0,0,0,479,136432,1008,5747,100,1429
1443794401,803,138724,0,0,0,0,475,136822,1029,5797,98,1436
1443801601,774,136474,0,0,0,0,459,134617,1036,5738,90,1513
1443808801,765,130574,0,0,0,0,448,128754,1045,5642,89,1542
1443816001,735,126115,0,0,0,0,434,124336,1047,5573,93,1660
1443823201,718,123297,0,0,0,0,436,121486,1055,5744,91,1776
1443830401,716,120800,0,0,0,0,442,119032,1081,5835,84,1837
1443837601,715,123422,0,0,0,0,446,121608,1096,6142,86,1961
1443844801,728,126388,0,0,0,0,461,124532,1119,6482,86,2108
1443852001,781,131859,0,0,0,0,480,129976,1154,6979,89,2305
1443859201,788,134326,0,0,0,0,491,132384,1174,7433,87,2409
1443866401,807,136561,0,0,0,0,526,134558,1238,7690,84,2487
1443873601,821,137942,0,0,0,0,522,135946,1263,7716,91,2487
1443880801,829,137398,0,0,0,0,535,135372,1307,7767,95,2466
1443888001,813,132844,0,0,0,0,534,130813,1323,7805,94,2402
1443895201,771,130201,0,0,0,0,553,128122,1366,7742,97,2468
1443902401,750,127329,0,0,0,0,570,125259,1397,7802,98,2529
1443909601,740,123645,0,0,0,0,562,121591,1403,7921,91,2601
1443916801,722,118561,0,0,0,0,530,116664,1365,7850,78,2621
1443924001,694,114955,0,0,0,0,512,113171,1347,7766,74,2641
1443931201,692,112998,0,0,0,0,506,111247,1349,7885,80,2731
1443938401,689,113968,0,0,0,0,491,112244,1345,7947,79,2768
1443945601,690,117307,0,0,0,0,471,115561,1339,8116,78,2763
1443952801,711,117133,0,0,0,0,461,115444,1341,8162,79,2811
1443960001,694,115128,0,0,0,0,451,113489,1347,8011,79,2715
1443967201,674,111794,0,0,0,0,436,110174,1354,7928,79,2656
1443974401,675,110366,0,0,0,0,421,108799,1341,7844,80,2706
1443981601,675,109654,0,0,0,0,374,108115,1326,8038,69,2771
1443988801,668,107729,0,0,0,0,369,106194,1324,8306,69,2923
1443996001,661,103247,0,0,0,0,346,101768,1298,8391,64,3025
1444003201,638,98997,0,0,0,0,313,97593,1283,8265,56,2958
1444010401,623,96298,0,0,0,0,276,94958,1263,8291,55,2975
1444017601,639,95656,0,0,0,0,238,94361,1247,8365,54,3077
1444024801,674,97967,0,0,0,0,234,96649,1264,8508,59,3151
1444032001,708,104678,0,0,0,0,245,103239,1307,8744,73,3148
1444039201,733,110504,0,0,0,0,261,108999,1335,9039,79,3200
1444046401,749,112059,0,0,0,0,267,110550,1353,8975,75,3028
1444053601,755,114030,0,0,0,0,278,112509,1374,8796,77,2945
1444060801,746,114342,0,0,0,0,274,112801,1374,8682,88,2977
1444068001,736,115139,0,0,0,0,275,113569,1373,8661,87,2967
1444075201,746,115789,0,0,0,0,272,114192,1376,8687,84,3003
1444082401,728,115025,0,0,0,0,263,113383,1369,8548,80,2982
1444089601,746,115374,0,0,0,0,257,113705,1369,8410,75,2907
1444096801,756,118101,0,0,0,0,261,116434,1379,8286,78,2822
1444104001,797,123631,0,0,0,0,254,121958,1383,8264,72,2750
1444111201,821,128505,0,0,0,0,252,126778,1397,8529,76,2826
1444118401,865,135231,0,0,0,0,258,133436,1413,8830,81,2939
1444125601,885,138534,0,0,0,0,265,136747,1430,9187,89,3104
1444132801,897,139399,0,0,0,0,267,137635,1432,9029,91,2994
1444140001,891,138640,0,0,0,0,257,136982,1419,8734,85,2867
1444147201,894,138707,0,0,0,0,251,137089,1405,8476,86,2788
1444154401,859,138751,0,0,0,0,240,137146,1396,8496,83,2744
1444161601,869,140345,0,0,0,0,237,138715,1399,8781,86,2845
1444168801,895,141308,0,0,0,0,227,139704,1385,9118,84,3004
1444176001,886,140271,0,0,0,0,218,138724,1379,9196,80,3014
1444183201,871,139072,0,0,0,0,216,137573,1379,9229,83,3043
1444190401,900,141212,0,0,0,0,223,139702,1388,9465,93,3127
1444197601,933,146192,0,0,0,0,232,144676,1412,9715,90,3205
1444204801,992,153289,0,0,0,0,257,151716,1452,9974,100,3281
1444212001,1082,163380,0,0,0,0,270,161710,1485,10309,103,3361
1444219201,1093,166041,0,0,0,0,277,164343,1516,10297,116,3280
1444226401,1110,169043,0,0,0,0,292,167384,1536,10107,117,3118
1444233601,1112,171980,0,0,0,0,302,170278,1566,9875,112,2998
1444240801,1097,175604,0,0,0,0,305,173864,1591,9578,112,2849
1444248001,1141,181318,0,0,0,0,327,179504,1622,9924,117,2962
1444255201,1172,185764,0,0,0,0,342,183885,1639,10159,115,3066
1444262401,1170,182719,0,0,0,0,341,180892,1639,10124,119,3064
1444269601,1188,182060,0,0,0,0,347,180238,1659,10105,128,3132
1444276801,1195,184685,0,0,0,0,353,182850,1673,10129,121,3137
1444284001,1217,187395,0,0,0,0,361,185496,1699,10193,127,3089
1444291201,1245,190995,0,0,0,0,387,189014,1738,10650,138,3228
1444298401,1295,197440,0,0,0,0,409,195377,1774,10975,145,3330
1444305601,1329,201395,0,0,0,0,410,199308,1784,11027,148,3314
1444312801,1379,203823,0,0,0,0,418,201757,1797,11033,152,3271
1444320001,1407,204462,0,0,0,0,423,202367,1812,11000,145,3246
1444327201,1342,194692,0,0,0,0,423,192661,1820,10580,139,3069
1444334401,1293,187549,0,0,0,0,429,185574,1819,10445,141,3240
1444341601,1261,181324,0,0,0,0,432,179363,1823,10406,138,3210
1444348801,1192,173722,0,0,0,0,433,171871,1819,10646,133,3592
1444356001,1125,169515,0,0,0,0,433,167686,1818,10913,133,3756
1444363201,1109,164101,0,0,0,0,429,162313,1811,10771,126,3784
1444370401,1116,161106,0,0,0,0,420,159326,1821,10612,126,3643
1444377601,1110,161923,0,0,0,0,430,160148,1831,10712,130,3690
1444384801,1128,162530,0,0,0,0,436,160750,1841,10609,130,3693
1444392001,1140,161578,0,0,0,0,436,159834,1844,10248,135,3539
1444399201,1112,158734,0,0,0,0,444,157061,1867,9957,143,3548
1444406401,1107,157387,0,0,0,0,435,155721,1857,9351,142,3365
1444413601,1062,151030,0,0,0,0,419,149419,1853,8752,147,3127
1444420801,1044,144579,0,0,0,0,426,143034,1869,8323,144,3002
1444428001,997,134686,0,0,0,0,430,133204,1859,7858,140,2947
1444435201,949,123669,0,0,0,0,413,122350,1848,7505,128,2919
1444442401,910,118819,0,0,0,0,406,117577,1842,7333,131,2834
1444449601,880,115617,0,0,0,0,388,114438,1830,7272,124,2903
1444456801,907,112455,0,0,0,0,392,111302,1842,7003,127,2749
1444464001,831,110353,0,0,0,0,404,109214,1873,6614,127,2588
1444471201,815,107788,0,0,0,0,402,106693,1885,6262,120,2396
1444478401,820,108673,0,0,0,0,397,107596,1900,6059,115,2191
1444485601,820,107961,0,0,0,0,400,106870,1932,5985,105,1920
1444492801,816,106609,0,0,0,0,409,105495,1951,5952,99,1704
1444500001,784,102168,0,0,0,0,405,101077,1957,5729,108,2047
1444507201,767,99107,0,0,0,0,413,98030,1970,5615,109,2045
1444514401,756,95821,0,0,0,0,407,94765,1970,5635,95,2074
1444521601,736,90613,0,0,0,0,398,89675,1955,5537,81,2124
1444528801,735,88910,0,0,0,0,405,87994,1965,5603,80,2164
1444536001,737,87971,0,0,0,0,397,87090,1956,5688,79,2279
1444543201,631,89418,0,0,0,0,379,88547,1959,5663,78,2275
1444550401,629,91431,0,0,0,0,376,90519,1970,5740,78,2287
1444557601,634,92323,0,0,0,0,372,91416,1976,5840,79,2351
1444564801,649,93115,0,0,0,0,379,92171,1995,5734,93,2187
1444572001,657,94516,0,0,0,0,373,93540,1996,5775,94,2161
1444579201,659,96163,0,0,0,0,356,95169,1995,5773,99,2173
1444586401,650,95445,0,0,0,0,355,94461,2009,5639,112,2110
1444593601,634,91550,0,0,0,0,365,90590,2017,5516,126,2147
1444600801,633,88532,0,0,0,0,361,87622,2018,5466,116,2216
1444608001,613,85062,0,0,0,0,342,84193,2005,5333,113,2261
1444615201,622,85507,0,0,0,0,359,84599,2038,5355,107,2256
1444622401,630,86513,0,0,0,0,356,85556,2054,5493,113,2495
1444629601,661,88988,0,0,0,0,401,87936,2125,5467,134,2383
1444636801,725,96361,0,0,0,0,455,95122,2192,5944,152,2513
1444644001,773,105809,0,0,0,0,459,104416,2219,6633,164,3175
1444651201,792,112658,0,0,0,0,466,111204,2236,6818,168,3196
1444658401,827,119705,0,0,0,0,474,118209,2256,7159,172,3318
1444665601,876,125093,0,0,0,0,464,123523,2259,7331,175,3291
1444672801,884,128237,0,0,0,0,460,126630,2267,7363,183,3307
1444680001,908,131669,0,0,0,0,457,130025,2268,7508,186,3411
1444687201,932,134257,0,0,0,0,480,132621,2300,7753,185,3579
1444694401,941,135098,0,0,0,0,465,133492,2297,7930,182,3692
1444701601,944,136256,0,0,0,0,463,134658,2306,8037,182,3758
1444708801,977,138966,0,0,0,0,473,137355,2323,8348,188,3947
