query time,processing time,input event instants,input state instances,input state intervals,input dynamic phe. instances,input dynamic phe. intervals,user event instances,user event instants,user state instances,user state intervals,user dynamic phe. instances,user dynamic phe. intervals
1443657601,67,6748,0,0,0,0,108,6598,201,372,5,52
1443664801,68,12212,0,0,0,0,142,11984,259,677,12,145
1443672001,105,20057,0,0,0,0,187,19736,349,1034,13,266
1443679201,162,28504,0,0,0,0,240,28014,460,1422,25,362
1443686401,198,33817,0,0,0,0,261,33219,535,1828,46,420
1443693601,320,42182,0,0,0,0,262,41469,587,2143,51,434
1443700801,257,45464,0,0,0,0,263,44710,602,2243,52,374
1443708001,279,45073,0,0,0,0,238,44402,603,2173,45,317
1443715201,257,41126,0,0,0,0,212,40577,594,1971,39,318
1443722401,219,32053,0,0,0,0,198,31614,598,1587,38,255
1443729601,176,25716,0,0,0,0,181,25329,603,1369,38,248
1443736801,155,22647,0,0,0,0,163,22271,586,1322,39,267
1443744001,151,20151,0,0,0,0,135,19832,571,1167,24,225
1443751201,141,20677,0,0,0,0,130,20380,583,1260,18,267
1443758401,159,23083,0,0,0,0,154,22748,626,1358,20,292
1443765601,195,28607,0,0,0,0,167,28252,655,1458,31,323
1443772801,235,36711,0,0,0,0,198,36287,703,1768,45,383
1443780001,266,41954,0,0,0,0,189,41491,720,1986,53,461
1443787201,294,44112,0,0,0,0,175,43645,722,2168,52,516
1443794401,279,42397,0,0,0,0,190,41897,760,2249,50,538
1443801601,262,38486,0,0,0,0,186,37921,776,2295,41,562
1443808801,241,35890,0,0,0,0,188,35269,799,2329,47,580
1443816001,224,33204,0,0,0,0,183,32614,804,2242,42,577
1443823201,208,29646,0,0,0,0,182,29066,811,2308,36,619
1443830401,188,25452,0,0,0,0,176,24992,812,2257,27,617
1443837601,171,24901,0,0,0,0,174,24468,807,2283,17,629
1443844801,176,25989,0,0,0,0,181,25525,836,2489,16,701
1443852001,221,31209,0,0,0,0,196,30761,875,2774,23,796
1443859201,237,33677,0,0,0,0,205,33184,906,2993,30,787
1443866401,235,33816,0,0,0,0,239,33330,979,3033,36,802
1443873601,241,34637,0,0,0,0,248,34162,1022,2823,43,674
1443880801,233,34146,0,0,0,0,251,33648,1058,2503,48,507
1443888001,242,35229,0,0,0,0,252,34716,1064,2381,52,536
1443895201,234,35594,0,0,0,0,236,35055,1097,2300,46,462
1443902401,227,33499,0,0,0,0,250,32958,1121,2522,36,572
1443909601,209,28644,0,0,0,0,229,28116,1112,2675,27,681
1443916801,192,24203,0,0,0,0,189,23772,1081,2617,15,688
1443924001,173,20644,0,0,0,0,153,20318,1060,2646,15,752
1443931201,169,18873,0,0,0,0,120,18602,1048,2626,16,778
1443938401,169,19969,0,0,0,0,108,19719,1051,2638,18,784
1443945601,191,24198,0,0,0,0,117,23889,1069,2803,21,750
1443952801,209,27079,0,0,0,0,116,26741,1083,2948,26,786
1443960001,212,28119,0,0,0,0,115,27767,1097,2862,29,684
1443967201,212,29035,0,0,0,0,118,28691,1104,2980,28,687
1443974401,206,26736,0,0,0,0,106,26422,1096,2937,28,727
1443981601,203,26337,0,0,0,0,105,26001,1103,3084,26,771
1443988801,209,27238,0,0,0,0,113,26867,1126,3282,37,893
1443996001,213,25599,0,0,0,0,103,25242,1116,3106,32,874
1444003201,184,23860,0,0,0,0,97,23510,1115,2928,26,789
1444010401,177,22238,0,0,0,0,96,21898,1112,2652,25,663
1444017601,177,21426,0,0,0,0,88,21125,1102,2658,16,724
1444024801,203,23364,0,0,0,0,104,22997,1132,2855,19,806
1444032001,240,29884,0,0,0,0,134,29418,1189,3170,33,885
1444039201,264,34850,0,0,0,0,146,34359,1215,3464,46,978
1444046401,253,35276,0,0,0,0,153,34791,1223,3300,42,785
1444053601,265,36032,0,0,0,0,159,35579,1236,2995,42,641
1444060801,255,33862,0,0,0,0,151,33451,1211,2811,49,637
1444068001,235,31714,0,0,0,0,137,31311,1199,2638,42,607
1444075201,237,31849,0,0,0,0,132,31409,1201,2638,43,647
1444082401,233,30030,0,0,0,0,113,29565,1177,2800,38,711
1444089601,221,27768,0,0,0,0,90,27326,1157,2733,17,653
1444096801,229,29299,0,0,0,0,114,28866,1182,2770,22,624
1444104001,274,35080,0,0,0,0,113,34633,1197,2913,24,624
1444111201,305,39079,0,0,0,0,117,38637,1228,3144,32,696
1444118401,337,43717,0,0,0,0,123,43241,1251,3404,39,796
1444125601,354,42671,0,0,0,0,122,42211,1248,3665,50,985
1444132801,297,37194,0,0,0,0,127,36802,1254,3494,54,946
1444140001,279,33499,0,0,0,0,131,33201,1252,3137,49,823
1444147201,275,33360,0,0,0,0,134,33071,1266,2898,54,711
1444154401,287,35067,0,0,0,0,120,34758,1264,2859,47,594
1444161601,291,36222,0,0,0,0,121,35871,1272,3141,45,642
1444168801,304,38700,0,0,0,0,119,38301,1272,3452,44,773
1444176001,295,35426,0,0,0,0,101,35086,1239,3595,28,852
1444183201,281,32035,0,0,0,0,105,31738,1245,3512,23,952
1444190401,284,32716,0,0,0,0,119,32396,1262,3397,32,914
1444197601,295,34914,0,0,0,0,138,34537,1295,3475,37,905
1444204801,317,40786,0,0,0,0,175,40318,1347,3582,54,920
1444212001,391,53607,0,0,0,0,186,53003,1379,3881,57,911
1444219201,435,59909,0,0,0,0,182,59274,1398,3807,62,785
1444226401,442,61930,0,0,0,0,187,61345,1405,3580,69,625
1444233601,461,62408,0,0,0,0,191,61803,1415,3340,66,525
1444240801,427,54895,0,0,0,0,185,54365,1422,2968,65,464
1444248001,424,52471,0,0,0,0,194,51963,1436,3175,69,635
1444255201,412,50220,0,0,0,0,186,49702,1430,3260,57,733
1444262401,362,44099,0,0,0,0,159,43685,1390,3221,46,819
1444269601,333,41523,0,0,0,0,168,41132,1401,3385,51,841
1444276801,348,39589,0,0,0,0,159,39217,1401,3425,35,853
1444284001,380,40331,0,0,0,0,164,39912,1441,3560,53,817
1444291201,367,43702,0,0,0,0,208,43208,1488,4202,67,1043
1444298401,389,47415,0,0,0,0,222,46877,1504,4452,79,1175
1444305601,414,49426,0,0,0,0,220,48854,1515,4389,88,1107
1444312801,417,51342,0,0,0,0,220,50798,1536,4428,83,1112
1444320001,434,54253,0,0,0,0,229,53671,1550,4046,90,949
1444327201,402,50859,0,0,0,0,225,50287,1554,3614,75,792
1444334401,403,46063,0,0,0,0,243,45540,1572,3324,90,750
1444341601,314,39431,0,0,0,0,237,38951,1556,3050,82,746
1444348801,280,31668,0,0,0,0,191,31307,1519,3100,61,830
1444356001,275,29718,0,0,0,0,195,29390,1527,3424,67,1024
1444363201,269,29023,0,0,0,0,179,28702,1512,3607,57,1156
1444370401,274,30002,0,0,0,0,190,29665,1538,3579,67,1072
1444377601,278,32300,0,0,0,0,188,31962,1551,3406,79,967
1444384801,286,34538,0,0,0,0,172,34196,1556,3205,76,817
1444392001,299,37066,0,0,0,0,159,36738,1561,3018,73,596
1444399201,323,37959,0,0,0,0,160,37647,1582,3013,70,634
1444406401,315,39166,0,0,0,0,163,38781,1583,2950,64,590
1444413601,300,35915,0,0,0,0,154,35546,1580,2693,68,546
1444420801,282,32427,0,0,0,0,168,32054,1610,2569,69,529
1444428001,259,27294,0,0,0,0,160,26941,1610,2439,50,460
1444435201,228,20535,0,0,0,0,145,20300,1585,2293,29,471
1444442401,209,18648,0,0,0,0,158,18445,1602,2291,26,474
1444449601,189,17101,0,0,0,0,145,16944,1594,2394,20,629
1444456801,184,17200,0,0,0,0,137,17049,1612,2324,22,569
1444464001,194,18352,0,0,0,0,164,18171,1651,2330,24,497
1444471201,201,18687,0,0,0,0,160,18506,1655,2466,28,574
1444478401,221,22079,0,0,0,0,172,21860,1677,2507,35,447
1444485601,248,25508,0,0,0,0,189,25233,1722,2678,40,434
1444492801,261,28556,0,0,0,0,180,28243,1734,2870,42,495
