query time,processing time,input event instants,input state instances,input state intervals,input dynamic phe. instances,input dynamic phe. intervals,user event instances,user event instants,user state instances,user state intervals,user dynamic phe. instances,user dynamic phe. intervals
1443657601,53,6748,0,0,0,0,108,6598,201,372,5,52
1443664801,50,12211,0,0,0,0,141,11983,259,677,12,145
1443672001,59,13309,0,0,0,0,146,13138,309,806,13,214
1443679201,69,16293,0,0,0,0,166,16031,395,932,20,216
1443686401,85,20508,0,0,0,0,193,20081,466,1253,38,204
1443693601,104,25889,0,0,0,0,186,25438,512,1499,38,217
1443700801,114,24956,0,0,0,0,158,24629,505,1333,22,167
1443708001,127,19184,0,0,0,0,146,18964,497,1053,18,101
1443715201,88,16170,0,0,0,0,137,15948,523,1039,32,156
1443722401,80,12869,0,0,0,0,126,12650,530,941,33,156
1443729601,62,9546,0,0,0,0,104,9381,523,759,15,92
1443736801,60,9778,0,0,0,0,88,9621,515,834,12,112
1443744001,65,10605,0,0,0,0,87,10451,524,870,13,133
1443751201,66,10899,0,0,0,0,98,10759,554,894,14,155
1443758401,71,12478,0,0,0,0,127,12297,593,970,11,158
1443765601,90,17708,0,0,0,0,129,17493,610,1065,23,169
1443772801,119,24233,0,0,0,0,132,23990,644,1317,40,225
1443780001,122,24246,0,0,0,0,131,23998,670,1438,45,290
1443787201,104,19879,0,0,0,0,126,19655,668,1393,29,276
1443794401,98,18151,0,0,0,0,132,17899,687,1377,29,249
1443801601,98,18607,0,0,0,0,134,18266,723,1485,32,305
1443808801,101,17739,0,0,0,0,134,17370,746,1560,33,330
1443816001,93,14597,0,0,0,0,113,14348,733,1385,22,271
1443823201,78,11907,0,0,0,0,109,11696,724,1396,13,289
1443830401,90,10855,0,0,0,0,120,10644,755,1545,12,344
1443837601,88,12994,0,0,0,0,120,12772,770,1571,11,339
1443844801,92,15134,0,0,0,0,123,14881,796,1653,13,357
1443852001,109,18215,0,0,0,0,139,17989,832,1928,20,457
1443859201,113,18543,0,0,0,0,149,18303,870,2089,26,430
1443866401,112,15601,0,0,0,0,174,15341,936,1878,28,346
1443873601,106,16094,0,0,0,0,186,15859,952,1517,30,245
1443880801,113,18545,0,0,0,0,158,18307,972,1453,30,159
1443888001,115,19135,0,0,0,0,160,18857,995,1715,29,286
1443895201,116,17049,0,0,0,0,172,16748,1030,1727,24,305
1443902401,112,14364,0,0,0,0,161,14101,1047,1712,15,284
1443909601,106,11595,0,0,0,0,130,11368,1040,1891,13,375
1443916801,102,9839,0,0,0,0,93,9671,1018,1880,12,405
1443924001,102,9049,0,0,0,0,75,8950,1014,1745,12,377
1443931201,94,9034,0,0,0,0,82,8931,1026,1736,13,373
1443938401,96,10920,0,0,0,0,85,10769,1034,1887,15,407
1443945601,102,15164,0,0,0,0,91,14958,1051,2063,18,377
1443952801,104,16159,0,0,0,0,88,15972,1063,2059,21,381
1443960001,97,12955,0,0,0,0,84,12809,1055,1797,20,307
