window,avg processing time,avg input event instants,avg input state instances,avg input state intervals,avg input dynamic phe. instances,avg input dynamic phe. intervals,avg user event instances,avg user event instants,avg user state instances,avg user state intervals,avg user dynamic phe. instances,avg user dynamic phe. intervals,std processing time,std input event instants,std input state instances,std input state intervals,std input dynamic phe. instances,std input dynamic phe. intervals,std user event instances,std user event instants,std user state instances,std user state intervals,std user dynamic phe. instances,std user dynamic phe. intervals
2.0,0.5367521640091115,7.519016856492026,0.0,0.0,0.0,0.0,0.07316902050113895,7.445576309794989,5.609289293849658,6.119857858769931,0.02344373576309795,0.37893485193621873,0.3635491294762578,3.0361958042730515,0.0,0.0,0.0,0.0,0.031507102217631325,2.997829974658174,2.0322592171423817,2.1989382759227487,0.014942304741795764,0.3897244811817359
4.0,0.6168241457858771,15.032446013667425,0.0,0.0,0.0,0.0,0.09559179954441913,14.885616400911161,5.633726651480638,6.666933940774488,0.04376492027334852,1.1139694760820045,0.4255311797302761,5.664227930725337,0.0,0.0,0.0,0.0,0.04443840929624077,5.5924195016070755,2.0304862566548922,2.4072668181820696,0.028239797964732333,1.19686155050718
8.0,0.680039179954442,30.050453758542133,0.0,0.0,0.0,0.0,0.1340756264236902,29.756980865603648,5.675292938496584,7.759524829157175,0.06449749430523918,2.200254214123007,0.42731638714980924,9.982421920018664,0.0,0.0,0.0,0.0,0.06340162042253439,9.85745465506959,2.02700442708458,2.8954464395843584,0.038080150660180445,2.2961046983635334
16.0,0.7352742596810935,60.04775626423691,0.0,0.0,0.0,0.0,0.20244009111617312,59.46142050113895,5.74724555808656,9.93999179954442,0.10048246013667426,4.316076082004556,0.4365696253553322,16.520723778106923,0.0,0.0,0.0,0.0,0.0901271027743819,16.331963910603218,2.0213359705987894,4.005239297972807,0.05301160015945076,4.331787202998038
32.0,1.0014674259681096,119.86922870159455,0.0,0.0,0.0,0.0,0.31252300683371304,118.69896674259681,5.857836902050114,14.279189977220957,0.14907790432801823,8.40135945330296,0.2893474618887105,28.431628704313468,0.0,0.0,0.0,0.0,0.1295984675922458,28.1396712520664,2.0109397991606297,6.388673432409156,0.06715751657163359,8.186246495508701
