query time,processing time,input event instants,input state instances,input state intervals,input dynamic phe. instances,input dynamic phe. intervals,user event instances,user event instants,user state instances,user state intervals,user dynamic phe. instances,user dynamic phe. intervals
1443657601,81,6748,0,0,0,0,108,6598,205,420,5,52
1443664801,70,12212,0,0,0,0,142,11984,268,745,12,145
1443672001,95,20057,0,0,0,0,187,19736,357,1151,13,266
1443679201,128,28505,0,0,0,0,241,28015,465,1542,25,362
1443686401,172,40565,0,0,0,0,294,39817,577,2108,46,472
1443693601,212,54394,0,0,0,0,333,53453,655,2663,55,579
1443700801,254,65521,0,0,0,0,360,64446,707,2953,57,640
1443708001,307,73577,0,0,0,0,380,72416,743,3219,61,681
1443715201,284,74943,0,0,0,0,361,73796,739,3333,66,742
1443722401,298,74235,0,0,0,0,342,73083,750,3196,68,690
1443729601,281,71180,0,0,0,0,336,70039,748,3016,68,621
1443736801,284,67720,0,0,0,0,311,66673,739,2953,64,576
1443744001,250,61277,0,0,0,0,284,60409,721,2674,56,547
1443751201,221,52730,0,0,0,0,273,51994,723,2399,50,520
1443758401,217,48799,0,0,0,0,270,48077,745,2411,53,541
1443765601,223,51254,0,0,0,0,256,50523,734,2439,53,601
1443772801,237,56862,0,0,0,0,261,56119,776,2585,59,628
1443780001,257,62631,0,0,0,0,248,61871,795,2890,66,744
1443787201,266,67195,0,0,0,0,257,66393,818,3120,66,821
1443794401,303,71004,0,0,0,0,279,70149,859,3206,67,879
1443801601,317,75197,0,0,0,0,288,74208,888,3498,66,997
1443808801,323,77844,0,0,0,0,290,76760,913,3706,70,1056
1443816001,335,77316,0,0,0,0,276,76259,909,3766,70,1119
1443823201,323,72043,0,0,0,0,283,70963,926,3887,66,1172
1443830401,297,63938,0,0,0,0,289,62913,944,3857,53,1154
1443837601,278,60791,0,0,0,0,294,59737,959,3871,50,1206
1443844801,278,59193,0,0,0,0,299,58139,971,3915,50,1279
1443852001,299,60855,0,0,0,0,307,59827,996,4262,49,1417
1443859201,289,59129,0,0,0,0,296,58176,1001,4241,42,1402
1443866401,287,58717,0,0,0,0,331,57798,1062,4277,41,1428
1443873601,289,60626,0,0,0,0,347,59687,1108,4241,50,1375
1443880801,307,65355,0,0,0,0,355,64409,1151,4178,58,1303
1443888001,300,68906,0,0,0,0,351,67900,1170,4195,65,1320
1443895201,306,69410,0,0,0,0,368,68385,1214,4139,72,1270
1443902401,320,68136,0,0,0,0,384,67120,1253,4232,71,1252
1443909601,303,62790,0,0,0,0,370,61764,1264,4095,68,1188
1443916801,286,59432,0,0,0,0,351,58488,1237,4098,64,1232
1443924001,274,56238,0,0,0,0,301,55373,1216,4037,53,1217
1443931201,266,52372,0,0,0,0,290,51560,1200,4241,42,1352
1443938401,267,48613,0,0,0,0,271,47835,1182,4448,35,1466
1443945601,259,48401,0,0,0,0,241,47661,1165,4536,27,1440
1443952801,265,47723,0,0,0,0,204,47059,1157,4689,30,1538
1443960001,266,46992,0,0,0,0,170,46369,1149,4559,32,1461
1443967201,267,49004,0,0,0,0,157,48410,1155,4633,34,1468
1443974401,269,50934,0,0,0,0,156,50311,1164,4776,34,1472
1443981601,290,53416,0,0,0,0,157,52742,1173,5109,33,1553
1443988801,300,55357,0,0,0,0,166,54634,1196,5230,44,1571
1443996001,293,54634,0,0,0,0,160,53933,1191,5166,41,1558
1444003201,284,50596,0,0,0,0,147,49932,1181,5025,42,1517
1444010401,298,48575,0,0,0,0,149,47899,1186,4923,42,1436
1444017601,275,48664,0,0,0,0,144,47992,1188,5139,38,1614
1444024801,280,48963,0,0,0,0,152,48239,1202,5237,42,1680
1444032001,289,53744,0,0,0,0,170,52928,1247,5367,50,1668
1444039201,301,57088,0,0,0,0,178,56257,1264,5386,55,1636
1444046401,309,56702,0,0,0,0,179,55916,1267,5205,46,1478
1444053601,313,59396,0,0,0,0,193,58576,1296,5067,49,1411
1444060801,318,63746,0,0,0,0,201,62869,1310,5207,58,1486
1444068001,346,66564,0,0,0,0,199,65670,1311,5325,62,1551
1444075201,347,67125,0,0,0,0,201,66200,1312,5131,64,1433
1444082401,335,66062,0,0,0,0,194,65144,1302,4949,56,1353
1444089601,328,61630,0,0,0,0,177,60777,1273,4657,54,1289
1444096801,346,61013,0,0,0,0,182,60177,1285,4532,50,1229
1444104001,345,66929,0,0,0,0,174,66042,1295,4663,50,1267
