query time,processing time,input event instants,input state instances,input state intervals,input dynamic phe. instances,input dynamic phe. intervals,user event instances,user event instants,user state instances,user state intervals,user dynamic phe. instances,user dynamic phe. intervals
1443657601,71,6748,0,0,0,0,108,6598,205,420,5,52
1443664801,71,12211,0,0,0,0,141,11983,268,745,12,145
1443672001,92,13309,0,0,0,0,146,13138,318,880,13,214
1443679201,105,16293,0,0,0,0,166,16031,401,989,20,216
1443686401,147,20508,0,0,0,0,193,20081,471,1191,38,204
1443693601,163,25889,0,0,0,0,186,25438,518,1414,38,217
1443700801,162,24956,0,0,0,0,158,24629,512,1196,22,167
1443708001,131,19184,0,0,0,0,146,18964,504,940,18,101
1443715201,125,16170,0,0,0,0,137,15948,530,1059,32,156
1443722401,107,12869,0,0,0,0,126,12650,539,950,32,155
1443729601,88,9546,0,0,0,0,104,9381,534,769,15,92
1443736801,84,9778,0,0,0,0,88,9621,527,915,12,112
1443744001,92,10605,0,0,0,0,87,10451,536,970,13,133
1443751201,94,10899,0,0,0,0,98,10759,566,954,14,155
1443758401,107,12478,0,0,0,0,127,12297,605,1019,11,158
1443765601,131,17708,0,0,0,0,129,17493,625,1080,23,169
1443772801,172,24233,0,0,0,0,132,23990,661,1326,40,225
1443780001,181,24246,0,0,0,0,131,23998,685,1472,45,290
1443787201,157,19879,0,0,0,0,126,19655,684,1390,29,276
1443794401,138,18151,0,0,0,0,132,17899,704,1335,29,249
1443801601,144,18607,0,0,0,0,134,18266,740,1456,32,305
1443808801,147,17739,0,0,0,0,134,17370,760,1560,31,328
1443816001,132,14597,0,0,0,0,113,14348,750,1400,22,271
1443823201,114,11907,0,0,0,0,109,11696,742,1394,13,289
1443830401,112,10855,0,0,0,0,120,10644,772,1547,12,344
1443837601,117,12994,0,0,0,0,120,12772,791,1573,11,339
1443844801,126,15134,0,0,0,0,123,14881,814,1570,13,357
1443852001,156,18215,0,0,0,0,139,17989,849,1846,20,457
1443859201,158,18543,0,0,0,0,149,18303,886,1902,26,430
1443866401,146,15601,0,0,0,0,174,15341,954,1697,29,347
1443873601,145,16094,0,0,0,0,186,15859,967,1512,29,244
1443880801,151,18545,0,0,0,0,158,18307,991,1440,29,158
1443888001,168,19135,0,0,0,0,160,18857,1017,1645,29,286
1443895201,156,17049,0,0,0,0,172,16748,1050,1689,24,305
1443902401,146,14364,0,0,0,0,161,14101,1065,1767,15,284
