query time,processing time,input event instants,input state instances,input state intervals,input dynamic phe. instances,input dynamic phe. intervals,user event instances,user event instants,user state instances,user state intervals,user dynamic phe. instances,user dynamic phe. intervals
1443657601,119,6747,0,0,0,0,107,6597,204,419,5,52
1443664801,51,5464,0,0,0,0,98,5386,226,474,11,93
1443672001,54,7845,0,0,0,0,104,7752,290,598,9,121
1443679201,74,8448,0,0,0,0,129,8279,354,625,18,95
1443686401,92,12060,0,0,0,0,145,11802,436,859,27,107
1443693601,106,13829,0,0,0,0,121,13636,456,906,14,105
1443700801,113,11127,0,0,0,0,112,10993,459,675,12,60
1443708001,79,8057,0,0,0,0,100,7971,462,671,11,41
1443715201,79,8113,0,0,0,0,101,7977,494,805,25,114
1443722401,61,4756,0,0,0,0,75,4673,493,585,11,39
1443729601,66,4790,0,0,0,0,70,4708,507,646,4,24
1443736801,60,4988,0,0,0,0,68,4913,506,741,10,35
1443744001,68,5617,0,0,0,0,70,5538,522,710,8,45
1443751201,70,5282,0,0,0,0,78,5221,544,738,11,59
1443758401,73,7196,0,0,0,0,103,7076,586,798,7,57
1443765601,91,10512,0,0,0,0,82,10417,585,815,19,82
1443772801,118,13721,0,0,0,0,111,13573,641,1044,33,130
1443780001,104,10525,0,0,0,0,94,10425,632,986,18,138
1443787201,100,9354,0,0,0,0,92,9230,650,989,23,133
1443794401,84,8797,0,0,0,0,99,8669,666,948,18,116
1443801601,107,9810,0,0,0,0,104,9597,711,1131,23,188
1443808801,93,7929,0,0,0,0,89,7773,714,1075,18,139
1443816001,90,6668,0,0,0,0,77,6575,709,991,11,107
1443823201,77,5239,0,0,0,0,84,5121,724,1090,9,140
1443830401,89,5616,0,0,0,0,87,5523,753,1158,9,170
1443837601,92,7378,0,0,0,0,90,7249,767,1139,8,142
1443844801,91,7756,0,0,0,0,92,7632,794,1174,11,183
1443852001,105,10459,0,0,0,0,109,10357,829,1437,15,240
1443859201,107,8084,0,0,0,0,106,7946,862,1254,21,179
1443866401,94,7517,0,0,0,0,138,7395,905,1244,19,168
1443873601,93,8577,0,0,0,0,114,8464,921,1114,19,75
1443880801,114,9968,0,0,0,0,123,9843,958,1195,20,84
1443888001,120,9167,0,0,0,0,116,9014,977,1349,19,207
1443895201,103,7882,0,0,0,0,117,7734,1009,1265,14,97
1443902401,104,6482,0,0,0,0,109,6367,1030,1465,11,187
1443909601,98,5113,0,0,0,0,79,5001,1032,1505,11,188
1443916801,90,4726,0,0,0,0,62,4670,1024,1467,10,217
1443924001,87,4323,0,0,0,0,64,4280,1031,1350,11,160
1443931201,98,4711,0,0,0,0,66,4651,1037,1465,11,213
1443938401,99,6209,0,0,0,0,69,6118,1044,1520,14,194
1443945601,106,8955,0,0,0,0,77,8840,1059,1532,13,184
1443952801,125,7204,0,0,0,0,64,7132,1052,1474,13,193
1443960001,102,5751,0,0,0,0,69,5677,1056,1367,9,109
1443967201,109,7125,0,0,0,0,70,7042,1067,1607,7,194
1443974401,113,6656,0,0,0,0,64,6571,1076,1640,14,222
1443981601,107,6805,0,0,0,0,65,6711,1088,1720,13,241
1443988801,106,6652,0,0,0,0,67,6543,1098,1630,22,230
1443996001,100,5486,0,0,0,0,54,5417,1082,1507,14,180
1444003201,98,4917,0,0,0,0,55,4839,1090,1442,5,140
1444010401,106,5183,0,0,0,0,63,5099,1099,1430,11,121
1444017601,104,5840,0,0,0,0,57,5770,1096,1627,9,289
1444024801,115,7424,0,0,0,0,77,7289,1118,1740,17,262
1444032001,133,11437,0,0,0,0,98,11260,1159,1801,21,220
1444039201,135,10149,0,0,0,0,96,10040,1142,1762,22,205
1444046401,116,6266,0,0,0,0,83,6202,1127,1467,12,105
1444053601,132,8180,0,0,0,0,92,8077,1152,1394,17,101
1444060801,124,9267,0,0,0,0,90,9132,1161,1604,28,193
1444068001,123,8001,0,0,0,0,65,7900,1145,1584,13,180
1444075201,109,6401,0,0,0,0,63,6300,1140,1476,5,134
1444082401,112,6361,0,0,0,0,62,6233,1141,1599,11,166
1444089601,125,7005,0,0,0,0,58,6893,1153,1555,9,136
1444096801,125,9532,0,0,0,0,85,9440,1183,1688,10,145
1444104001,139,12182,0,0,0,0,65,12067,1174,1696,6,181
1444111201,161,10360,0,0,0,0,78,10237,1200,1923,21,242
1444118401,160,11643,0,0,0,0,89,11497,1218,1862,24,241
1444125601,165,8486,0,0,0,0,94,8410,1224,1909,30,274
1444132801,134,6705,0,0,0,0,77,6658,1214,1557,19,156
1444140001,117,6665,0,0,0,0,73,6636,1209,1516,9,123
1444147201,178,11504,0,0,0,0,89,11367,1242,1581,23,118
1444154401,152,10193,0,0,0,0,73,10097,1226,1895,19,159
1444161601,132,7860,0,0,0,0,68,7771,1223,1876,10,250
1444168801,158,9143,0,0,0,0,67,9066,1226,1885,7,230
1444176001,150,8230,0,0,0,0,65,8152,1223,1781,8,193
1444183201,123,6802,0,0,0,0,77,6749,1240,1716,13,190
1444190401,145,8541,0,0,0,0,87,8429,1245,1863,18,224
1444197601,196,11341,0,0,0,0,90,11207,1261,1980,14,234
1444204801,225,14102,0,0,0,0,121,13933,1297,1882,33,222
1444212001,213,19623,0,0,0,0,114,19434,1290,1925,16,160
1444219201,201,14843,0,0,0,0,108,14700,1306,1699,33,99
1444226401,191,13362,0,0,0,0,116,13278,1311,1704,22,69
1444233601,224,14580,0,0,0,0,111,14391,1338,1634,31,108
1444240801,177,12110,0,0,0,0,93,11996,1316,1654,23,125
1444248001,217,12419,0,0,0,0,104,12298,1336,1910,23,244
1444255201,157,11111,0,0,0,0,96,11017,1324,1854,14,228
1444262401,182,8459,0,0,0,0,79,8374,1327,1680,25,123
1444269601,183,9534,0,0,0,0,105,9443,1363,1848,31,124
1444276801,209,10485,0,0,0,0,92,10383,1342,1975,13,268
1444284001,170,11853,0,0,0,0,106,11712,1381,1896,34,200
1444291201,176,11830,0,0,0,0,129,11670,1412,2233,35,357
1444298401,169,13247,0,0,0,0,134,13112,1421,2127,52,276
1444305601,180,12496,0,0,0,0,117,12360,1421,2054,36,227
1444312801,171,13769,0,0,0,0,120,13656,1436,2057,30,212
1444320001,194,14741,0,0,0,0,135,14543,1453,1934,40,193
1444327201,180,9853,0,0,0,0,99,9728,1432,1733,17,130
1444334401,149,7700,0,0,0,0,104,7613,1446,1775,37,176
1444341601,130,7137,0,0,0,0,97,7067,1437,1854,20,209
1444348801,155,6978,0,0,0,0,105,6899,1451,2163,32,266
1444356001,148,7903,0,0,0,0,111,7811,1481,2125,47,315
1444363201,143,7005,0,0,0,0,88,6925,1459,2018,31,290
1444370401,144,8116,0,0,0,0,89,8030,1479,1810,26,111
1444377601,156,9276,0,0,0,0,90,9196,1490,1950,32,144
1444384801,169,10141,0,0,0,0,96,10045,1502,1883,23,126
1444392001,173,9533,0,0,0,0,85,9467,1487,1787,22,81
1444399201,159,9009,0,0,0,0,103,8939,1518,1844,30,147
1444406401,168,10483,0,0,0,0,86,10330,1526,1877,37,163
1444413601,149,6890,0,0,0,0,70,6810,1508,1626,12,27
1444420801,133,6045,0,0,0,0,78,5975,1529,1693,11,72
1444428001,144,3876,0,0,0,0,81,3826,1537,1741,6,95
1444435201,137,3724,0,0,0,0,66,3689,1548,1771,8,169
1444442401,145,5003,0,0,0,0,82,4955,1571,1683,12,21
1444449601,141,4498,0,0,0,0,60,4474,1551,1846,7,222
1444456801,159,3975,0,0,0,0,71,3931,1570,1681,9,55
1444464001,151,4876,0,0,0,0,100,4811,1613,1791,12,119
1444471201,144,5338,0,0,0,0,83,5290,1613,1824,15,93
1444478401,173,7890,0,0,0,0,87,7828,1629,1925,23,108
1444485601,175,7404,0,0,0,0,108,7304,1664,1815,12,34
1444492801,180,7924,0,0,0,0,108,7821,1680,2024,18,173
1444500001,155,5700,0,0,0,0,79,5627,1672,1832,15,47
1444507201,162,6472,0,0,0,0,69,6420,1686,1867,9,84
1444514401,156,5723,0,0,0,0,73,5674,1694,2062,9,203
1444521601,151,5275,0,0,0,0,62,5240,1696,1983,10,241
1444528801,155,5187,0,0,0,0,89,5129,1725,1898,18,75
1444536001,156,5106,0,0,0,0,67,5071,1714,1998,10,176
1444543201,146,5323,0,0,0,0,65,5283,1722,1894,12,117
1444550401,155,5737,0,0,0,0,77,5661,1746,2028,16,179
1444557601,150,5895,0,0,0,0,70,5852,1749,1967,8,73
1444564801,219,5290,0,0,0,0,85,5229,1778,1926,25,71
1444572001,170,5376,0,0,0,0,82,5300,1780,1896,13,23
1444579201,191,6523,0,0,0,0,83,6440,1787,1992,13,107
1444586401,194,4620,0,0,0,0,72,4582,1782,1869,15,19
1444593601,202,3995,0,0,0,0,76,3957,1801,2024,34,130
1444600801,335,4386,0,0,0,0,81,4336,1805,2014,13,72
1444608001,217,4454,0,0,0,0,78,4392,1809,2057,27,217
1444615201,211,6145,0,0,0,0,104,6033,1844,1973,20,37
1444622401,171,7478,0,0,0,0,92,7377,1849,2163,24,243
1444629601,204,8198,0,0,0,0,145,8054,1911,2166,44,124
1444636801,262,12648,0,0,0,0,160,12426,1953,2610,56,390
1444644001,268,14635,0,0,0,0,141,14423,1945,2712,35,365
1444651201,195,11955,0,0,0,0,125,11859,1929,2280,24,143
1444658401,198,12370,0,0,0,0,129,12288,1954,2353,36,157
1444665601,183,11125,0,0,0,0,106,10975,1961,2290,36,177
1444672801,178,9039,0,0,0,0,85,8959,1943,2151,20,90
1444680001,174,8722,0,0,0,0,101,8624,1968,2249,49,168
1444687201,169,7964,0,0,0,0,126,7896,1988,2340,42,186
1444694401,165,7364,0,0,0,0,86,7311,1980,2373,30,240
1444701601,153,5778,0,0,0,0,70,5748,1967,2158,22,70
1444708801,164,6705,0,0,0,0,79,6654,1988,2453,22,299
1444716001,170,7919,0,0,0,0,88,7849,1996,2312,53,185
1444723201,184,9308,0,0,0,0,96,9228,2011,2764,42,527
1444730401,190,11439,0,0,0,0,100,11225,2003,2739,26,308
1444737601,176,9693,0,0,0,0,95,9522,2003,2498,25,111
1444744801,170,9121,0,0,0,0,90,9037,1988,2283,18,102
1444752001,182,9997,0,0,0,0,99,9869,2012,2317,34,151
1444759201,182,9212,0,0,0,0,75,9126,2005,2276,21,113
1444766401,174,7285,0,0,0,0,85,7220,2012,2342,21,167
1444773601,171,6680,0,0,0,0,83,6621,2017,2406,24,167
1444780801,162,6293,0,0,0,0,69,6258,2006,2452,20,256
1444788001,169,7378,0,0,0,0,86,7306,2030,2348,24,144
1444795201,170,5765,0,0,0,0,85,5712,2038,2578,28,285
1444802401,173,6836,0,0,0,0,88,6761,2049,2378,25,169
1444809601,177,8087,0,0,0,0,86,8009,2053,2563,27,301
1444816801,184,9252,0,0,0,0,91,9164,2054,2433,23,152
1444824001,185,9252,0,0,0,0,85,9139,2062,2313,18,81
1444831201,191,10481,0,0,0,0,95,10389,2077,2452,21,136
1444838401,189,9991,0,0,0,0,92,9870,2078,2386,22,130
1444845601,190,9445,0,0,0,0,87,9347,2075,2379,28,120
1444852801,180,6830,0,0,0,0,93,6754,2087,2470,30,187
1444860001,172,6254,0,0,0,0,86,6207,2094,2447,13,105
1444867201,164,4647,0,0,0,0,86,4592,2085,2325,8,68
1444874401,160,4671,0,0,0,0,76,4637,2081,2331,11,95
1444881601,164,5033,0,0,0,0,81,4990,2102,2540,22,226
1444888801,171,6327,0,0,0,0,86,6277,2116,2380,24,115
1444896001,222,10489,0,0,0,0,119,10342,2158,2804,56,340
