query time,processing time,input event instants,input state instances,input state intervals,input dynamic phe. instances,input dynamic phe. intervals,user event instances,user event instants,user state instances,user state intervals,user dynamic phe. instances,user dynamic phe. intervals
1443657601,73,6748,0,0,0,0,108,6598,205,420,5,52
1443664801,75,12212,0,0,0,0,142,11984,268,745,12,145
1443672001,113,20057,0,0,0,0,187,19736,357,1151,13,266
1443679201,168,28504,0,0,0,0,240,28014,465,1542,25,362
1443686401,213,33817,0,0,0,0,261,33219,541,1837,46,420
1443693601,252,42182,0,0,0,0,262,41469,593,2110,51,434
1443700801,285,45464,0,0,0,0,263,44710,607,2036,52,374
1443708001,296,45073,0,0,0,0,238,44402,609,1970,45,317
1443715201,267,41126,0,0,0,0,212,40577,599,1847,39,318
1443722401,208,32053,0,0,0,0,198,31614,603,1473,37,254
1443729601,181,25716,0,0,0,0,181,25329,610,1388,38,248
1443736801,161,22647,0,0,0,0,163,22271,596,1403,39,267
1443744001,148,20151,0,0,0,0,135,19832,581,1267,24,225
1443751201,151,20677,0,0,0,0,130,20380,594,1388,18,267
1443758401,165,23083,0,0,0,0,154,22748,636,1495,20,292
1443765601,197,28607,0,0,0,0,167,28252,664,1517,31,323
1443772801,247,36711,0,0,0,0,198,36287,714,1812,45,383
1443780001,281,41954,0,0,0,0,189,41491,736,2019,53,461
1443787201,309,44112,0,0,0,0,175,43645,739,2158,52,516
1443794401,293,42397,0,0,0,0,190,41897,773,2222,50,538
1443801601,271,38486,0,0,0,0,186,37921,791,2244,41,562
1443808801,253,35890,0,0,0,0,188,35269,815,2272,45,578
1443816001,240,33204,0,0,0,0,183,32614,819,2210,42,577
1443823201,224,29646,0,0,0,0,182,29066,824,2288,36,619
1443830401,210,25452,0,0,0,0,176,24992,828,2259,27,617
1443837601,189,24901,0,0,0,0,174,24468,827,2266,17,629
1443844801,189,25989,0,0,0,0,181,25525,854,2393,16,701
1443852001,232,31209,0,0,0,0,196,30761,892,2676,23,796
1443859201,250,33677,0,0,0,0,205,33184,923,2707,30,787
1443866401,248,33816,0,0,0,0,239,33330,996,2754,37,803
1443873601,252,34637,0,0,0,0,248,34162,1036,2613,42,673
